0.090097	0.56511
0.30176	-0.49828
0.20087	-0.58861
-0.42015	-0.41196
-0.77706	-0.32665
0.65301	0.56637
0.70469	0.77092
-0.03945	0.43879
-0.28236	-0.12485
0.4718	0.58617
-0.41038	-0.22959
-0.24798	0.91417
-0.54941	0.77237
0.86293	0.23916
-0.51068	-0.20051
0.56596	0.4625
0.58976	0.50703
0.55112	0.31232
-0.43815	-0.19441
0.22068	-0.54841
0.52258	0.32424
0.51023	0.29389
-0.27366	0.44241
0.33927	-0.6017
0.91938	0.43718
-0.43931	-0.19017
0.77962	0.32516
-0.47109	-0.20282
0.84859	0.45662
0.30933	-0.51413
-0.066857	0.50614
0.60598	0.81124
0.70758	0.73294
0.44099	0.30757
-0.49187	-0.21726
0.85565	0.77246
-0.54131	-0.43681
0.40896	-0.43727
0.40387	-0.19019
0.32872	-0.65966
-0.50538	-0.20646
0.22638	0.62878
0.92167	0.60888
-0.30537	-0.024623
0.35214	-0.46019
0.55462	0.58573
0.38449	0.69975
-0.7117	-0.031582
-0.18235	0.60558
-0.30224	0.60322
-0.091221	-0.42528
-0.72466	0.11906
-0.33886	0.39443
-0.81593	0.015953
0.34011	-0.46079
0.39405	-0.55633
-0.50676	-0.14582
-0.08414	0.88115
-0.11505	0.70507
-0.28908	0.59294
-0.30312	0.58326
-0.37858	0.26111
-0.46806	-0.071398
-0.40577	0.59439
-0.62519	-0.022325
-0.015212	-0.45022
0.34026	-0.45495
0.38099	0.49121
-0.38962	0.41406
-0.30914	0.59527
0.58089	0.66044
-0.6952	-0.18865
-0.22479	0.74102
-0.24295	-0.2105
0.77859	0.23549
0.97424	0.42908
-0.094518	0.29012
-0.51244	-0.18179
0.13346	-0.4659
-0.36008	0.62803
0.049618	0.4553
0.5725	-0.61597
-0.3355	0.015012
-0.22652	0.50111
-0.084371	0.50568
0.18616	-0.42629
0.18708	-0.72196
-0.22292	0.40469
0.62816	0.27633
-0.43475	-0.19643
0.9003	0.76401
-0.33841	0.92388
0.18763	-0.5065
0.29112	-0.51504
-0.45129	0.54427
0.60513	0.49566
0.3125	-0.66226
0.84035	0.38908
0.37742	-0.41975
0.46633	0.54578
0.46177	0.2106
-0.33935	0.13352
0.87588	0.7382
0.19745	-0.67151
0.79218	0.73962
-0.32855	0.22406
-0.39222	0.23063
0.8681	0.38681
0.29286	-0.49664
0.72526	0.59645
0.39247	0.55957
-0.6733	0.10875
-0.6874	-0.36981
-0.40377	-0.51317
-0.34493	0.76634
-0.75027	-0.29352
0.26774	0.60017
-0.31745	0.48447
0.58216	-0.36092
0.28669	-0.47622
-0.27201	-0.27543
-0.37117	-0.28888
-0.65359	-0.25648
-0.15556	0.49979
0.24227	-0.65756
-0.043643	0.32415
-0.63681	-0.054205
-0.83613	-0.039371
0.5874	0.47279
-0.31767	-0.25362
0.066723	-0.38585
-0.25734	0.26243
-0.28135	0.68826
0.16065	-0.7487
0.89851	0.72824
-0.8068	-0.21653
0.28885	-0.8318
0.35684	-0.37334
-0.26953	-0.049203
-0.43747	-0.348
0.29397	-0.53122
-0.41986	-0.067159
-0.50963	-0.19664
0.63526	0.54166
-0.72305	-0.2775
-0.46492	0.34246
-0.58704	-0.58514
-0.33092	-0.088272
-0.09694	0.65377
0.28017	-0.34348
0.10121	-0.49518
0.55251	0.50582
0.42192	-0.49431
0.3291	-0.4431
-0.4618	0.58898
-0.39909	0.68032
0.50963	-0.78016
0.49129	0.50448
0.31317	0.57005
-0.29411	0.81475
0.39547	-0.14193
0.71858	0.36562
-0.051857	0.58962
-0.5262	-0.17021
-0.30769	0.60384
0.4975	-0.60809
-0.63366	0.39248
0.35169	-0.59757
0.44789	-0.63276
0.56649	0.52503
-0.56927	-0.038139
-0.63084	-0.40838
0.46124	0.55605
0.35813	-0.58021
-0.20404	-0.041377
0.38497	-0.16582
-0.20405	-0.10695
-0.74732	-0.4121
-0.39225	0.090264
-0.47775	0.38805
0.55273	0.39754
0.90933	0.62994
0.3997	0.48783
0.52678	0.24443
-0.64992	0.64642
-0.49141	-0.39392
0.10359	-0.61285
-0.29958	-0.34291
0.31759	-0.61609
-0.41256	0.81986
0.74038	0.79532
0.57853	-0.42618
0.39754	-0.18239
-0.51003	-0.18168
-0.18419	0.89023
0.34751	-0.12969
-0.1999	0.60476
-0.54795	0.77339
0.65194	-0.59545
0.76071	0.53772
-0.63964	-0.093901
-0.42978	0.4496
0.27729	0.43029
0.46556	0.43279
0.30002	-0.43212
-0.52598	-0.54964
0.62624	0.36891
-0.58867	-0.15466
0.18096	-0.34032
0.56909	0.16848
0.51488	-0.83412
0.3669	0.29337
-0.57486	0.75694
-0.52129	-0.24361
0.5434	0.18101
-0.59856	0.54102
0.11162	-0.22696
-0.67321	0.10197
0.30251	-0.62586
-0.63791	-0.24439
0.37605	0.21511
-0.64132	0.64147
-0.54264	0.45019
-0.13977	0.87172
0.61586	0.5295
-0.37604	-0.48674
0.57464	0.38474
0.95563	0.5988
-0.32153	0.83866
-0.49291	-0.18289
-0.30096	-0.1424
0.072502	-0.82888
0.62588	0.59958
-0.14443	0.61652
-0.34447	-0.014816
0.91277	0.62012
-0.50622	-0.35267
0.5013	-0.5826
-0.32808	0.66373
0.35872	-0.6951
-0.48576	-0.13729
-0.27998	0.93526
-0.39044	0.51511
-0.49814	-0.20035
-0.01933	0.72625
-0.0087314	0.56278
0.15906	-0.26867
0.13042	-0.83045
-0.33214	0.89196
0.081864	-0.22836
0.62464	0.75844
0.5885	0.42407
0.66225	0.358
0.62218	-0.53993
0.24243	-0.39954
0.32566	-0.49746
0.54392	0.46865
0.94438	0.66698
-0.46368	-0.24486
-0.55802	-0.22951
-0.17402	-0.38404
-0.69015	-0.35814
-0.37367	0.65417
0.65255	-0.58058
0.49255	0.83353
-0.62053	0.041021
0.28558	-0.47681
-0.08466	0.79636
-0.51843	-0.12536
0.91187	0.59267
0.56136	0.56645
0.80962	0.52138
0.12773	-0.66168
0.37147	-0.4846
0.048452	0.71563
0.57663	0.52185
-0.39091	0.049065
0.43654	-0.79557
-0.5842	0.1656
-0.39702	-0.38597
0.77337	0.46504
-0.43225	-0.45012
0.48597	-0.4229
0.67502	0.46235
0.61092	0.47195
-0.70709	-0.19541
-0.48041	-0.2085
-0.5162	-0.35896
-0.60894	0.78567
-0.24823	0.81596
-0.45662	-0.1901
0.65233	0.52033
-0.17903	0.38808
-0.46902	-0.4578
0.60755	0.59406
0.92006	0.51823
0.59636	0.5078
0.44772	0.46817
0.21128	-0.54522
0.5861	-0.55769
0.20775	-0.58421
0.35401	-0.80896
-0.17073	0.36743
-0.57909	-0.056912
0.19452	-0.74921
-0.51663	-0.3035
0.51057	-0.15992
-0.3934	-0.21127
-0.49694	0.93919
0.3525	-0.20399
-0.44005	-0.27676
0.11608	-0.22288
0.30298	-0.30842
0.70956	0.3753
-0.12988	0.52594
0.64571	0.49423
0.69456	0.19398
-0.42178	0.67502
-0.54895	-0.14402
-0.28461	0.60046
0.58864	0.52901
0.30021	-0.23915
-0.021056	-0.6519
-0.14337	0.49706
0.51942	-0.26863
0.44818	-0.39964
-0.51274	-0.20728
0.73481	0.19959
-0.65228	0.022749
0.92357	0.70066
0.37466	-0.4668
-0.16019	0.41309
-0.4438	-0.097288
-0.56638	-0.075145
